a,b,c,alpha,beta,gamma,structure type,Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17
8.646,8.646,8.646,90.0,90.0,90.0,cubic,0.6016583987485845,0.7231460135182024,-1.0,26.0,28.0,0.0,4.322999954223633,1.7906451225280762,0.0,22.043061123847018,9.475203361160144,0.0,7.338546663587513,1.9563497530787541,0.0,0.0,0.0,0.0
4.904,4.904,4.904,90.0,90.0,90.0,cubic,0.6720291421914534,0.8246230329962259,-1.0,26.0,28.0,0.0,2.4519999027252197,1.0156517028808594,0.0,12.502795351323506,5.374323648964036,0.0,3.1348220049551205,0.8356981008754705,0.0,0.0,0.0,0.0
8.693,8.693,8.693,90.0,90.0,90.0,cubic,0.6010566631657918,0.722296205964411,-1.0,26.0,28.0,0.0,4.346499919891357,1.8003792762756348,0.0,22.162887907355508,9.52671166123956,0.0,7.398466772225629,1.9723238281619402,0.0,0.0,0.0,0.0
3.122,3.122,3.122,90.0,90.0,90.0,cubic,0.7410541117591912,0.9283704154806975,-1.0,26.0,28.0,0.0,1.5609999895095825,0.6465874910354614,0.0,7.959569407227494,3.4214194042500727,0.0,1.592342783255272,0.424495569059645,0.0,0.0,0.0,0.0
4.669,4.669,4.669,90.0,90.0,90.0,cubic,0.6789056830643135,0.8347674754973048,-1.0,26.0,28.0,0.0,2.3345000743865967,0.9669814109802246,0.0,11.903661433781064,5.1167846717520336,0.0,2.9122124344953866,0.7763532971946764,0.0,0.0,0.0,0.0
8.041,8.041,8.041,90.0,90.0,90.0,cubic,0.6098278036888624,0.7347126980173833,-1.0,26.0,28.0,0.0,4.020500183105469,1.6653456687927246,0.0,20.50060888805815,8.812180973168177,0.0,6.581916115860683,1.7546431348836882,0.0,0.0,0.0,0.0
6.877,6.877,6.877,90.0,90.0,90.0,cubic,0.6282146642869598,0.7609486650521969,-1.0,26.0,28.0,0.0,3.438499927520752,1.4242734909057617,0.0,17.53297822791569,7.536546911756921,0.0,5.20577919019799,1.3877853557497912,0.0,0.0,0.0,0.0
8.185,8.185,8.185,90.0,90.0,90.0,cubic,0.6078084955442948,0.7318485302512009,-1.0,26.0,28.0,0.0,4.09250020980835,1.6951689720153809,0.0,20.86773842919534,8.969991060371417,0.0,6.75951100185826,1.8019872157694221,0.0,0.0,0.0,0.0
8.014,8.014,8.014,90.0,90.0,90.0,cubic,0.6102119659648596,0.7352579640135025,-1.0,26.0,28.0,0.0,4.006999969482422,1.6597537994384766,0.0,20.43177103535656,8.78259158181757,0.0,6.548792386641777,1.7458129913980598,0.0,0.0,0.0,0.0
3.866,3.866,3.866,90.0,90.0,90.0,cubic,0.7066968728843687,0.876192369155532,-1.0,26.0,28.0,0.0,1.9329999685287476,0.8006747961044312,0.0,9.856404559302323,4.236772783059345,0.0,2.194219064734309,0.5849469091560743,0.0,0.0,0.0,0.0
4.885,4.885,4.885,90.0,90.0,90.0,cubic,0.6725676552869453,0.8254159910302963,-1.0,26.0,28.0,0.0,2.442500114440918,1.011716604232788,0.0,12.45435574548685,5.353501064149429,0.0,3.116621790702904,0.8308459940107279,0.0,0.0,0.0,0.0
5.711,5.711,5.711,90.0,90.0,90.0,cubic,0.6515553676492828,0.7946639027755035,-1.0,26.0,28.0,0.0,2.8554999828338623,1.1827867031097412,0.0,14.560250133533726,6.258718940924725,0.0,3.9396301872770683,1.05024800206895,0.0,0.0,0.0,0.0
3.701,3.701,3.701,90.0,90.0,90.0,cubic,0.7134466538851818,0.8863580147850263,-1.0,26.0,28.0,0.0,1.8504999876022339,0.7665022611618042,0.0,9.435735546686997,4.055948724805633,0.0,2.0552556155819164,0.54790135470671,0.0,0.0,0.0,0.0
5.697,5.697,5.697,90.0,90.0,90.0,cubic,0.6518753299182685,0.7951292633785627,-1.0,26.0,28.0,0.0,2.8485000133514404,1.1798875331878662,0.0,14.524557152548303,6.243377975681125,0.0,3.925152661308561,1.0463889197667964,0.0,0.0,0.0,0.0
3.072,3.072,3.072,90.0,90.0,90.0,cubic,0.7437854246498264,0.9325652778978465,-1.0,26.0,28.0,0.0,1.5360000133514404,0.6362318992614746,0.0,7.832094040957773,3.366622763224322,0.0,1.554243439680154,0.41433858021467307,0.0,0.0,0.0,0.0
4.604,4.604,4.604,90.0,90.0,90.0,cubic,0.680894780591722,0.8377095519659552,-1.0,26.0,28.0,0.0,2.302000045776367,0.9535195827484131,0.0,11.73794315370518,5.04555137236475,0.0,2.851610502910055,0.7601978531752484,0.0,0.0,0.0,0.0
5.669,5.669,5.669,90.0,90.0,90.0,cubic,0.6525185695970975,0.7960652264600783,-1.0,26.0,28.0,0.0,2.8345000743865967,1.1740882396697998,0.0,14.453171190577457,6.21269099882378,0.0,3.896250964631792,1.0386837102985285,0.0,0.0,0.0,0.0
6.418,6.418,6.418,90.0,90.0,90.0,cubic,0.6366947851560983,0.7731445263324291,-1.0,26.0,28.0,0.0,3.2090001106262207,1.3292112350463867,0.0,16.362754183204505,7.033524735611523,0.0,4.693391817235474,1.2511898681448208,0.0,0.0,0.0,0.0
7.251,7.251,7.251,90.0,90.0,90.0,cubic,0.6218648270007714,0.7518562470073904,-1.0,26.0,28.0,0.0,3.625499963760376,1.5017311573028564,0.0,18.48649506174409,7.946414356601155,0.0,5.636169836964859,1.5025208277662208,0.0,0.0,0.0,0.0
5.427,5.427,5.427,90.0,90.0,90.0,cubic,0.6582700679401204,0.8044494706552343,-1.0,26.0,28.0,0.0,2.7135000228881836,1.1239683628082275,0.0,13.836189566841316,5.947481538989979,0.0,3.649446136206199,0.9728891145774007,0.0,0.0,0.0,0.0
6.018,6.018,6.018,90.0,90.0,90.0,cubic,0.6448035359971884,0.784863282480669,-1.0,26.0,28.0,0.0,3.009000062942505,1.246368646621704,0.0,15.34295003734575,6.595162961738346,0.0,4.261529596260448,1.1360618782924712,0.0,0.0,0.0,0.0
4.191,4.191,4.191,90.0,90.0,90.0,cubic,0.6945366876670337,0.8579818697700214,-1.0,26.0,28.0,0.0,2.0954999923706055,0.8679845333099365,0.0,10.68499535183125,4.592942433977103,0.0,2.4766447115902803,0.660237508897076,0.0,0.0,0.0,0.0
7.843,7.843,7.843,90.0,90.0,90.0,cubic,0.6126869782004343,0.7387739199460911,-1.0,26.0,28.0,0.0,3.9214999675750732,1.6243383884429932,0.0,19.995804857218772,8.595190841671187,0.0,6.340310653628688,1.6902345547432949,0.0,0.0,0.0,0.0
4.703,4.703,4.703,90.0,90.0,90.0,cubic,0.67788079524709,0.8332528923241015,-1.0,26.0,28.0,0.0,2.3515000343322754,0.9740231037139893,0.0,11.990344561274375,5.154045807316978,0.0,2.944080616004284,0.7848489856907721,0.0,0.0,0.0,0.0
5.399,5.399,5.399,90.0,90.0,90.0,cubic,0.6589587479196517,0.8054552821121589,-1.0,26.0,28.0,0.0,2.69950008392334,1.1181695461273193,0.0,13.76480360487047,5.9167970853177065,0.0,3.6212393560257476,0.9653697889206827,0.0,0.0,0.0,0.0
4.292,4.292,4.292,90.0,90.0,90.0,cubic,0.6910287724599232,0.8527531613236198,-1.0,26.0,28.0,0.0,2.1459999084472656,0.8889024257659912,0.0,10.942495409340937,4.703629516757732,0.0,2.566709762051793,0.6842477070982423,0.0,0.0,0.0,0.0
7.09,7.09,7.09,90.0,90.0,90.0,cubic,0.6245414511132038,0.7556848157573962,-1.0,26.0,28.0,0.0,3.5450000762939453,1.4683871269226074,0.0,18.07602456471074,7.769974332411712,0.0,5.449499122913468,1.4527573000354521,0.0,0.0,0.0,0.0
3.518,3.518,3.518,90.0,90.0,90.0,cubic,0.7214580080040369,0.8984774017330135,-1.0,26.0,28.0,0.0,1.7589999437332153,0.7286018133163452,0.0,8.969175037504275,3.855398405651517,0.0,1.9047191669582662,0.5077706395420657,0.0,0.0,0.0,0.0
4.327,4.327,4.327,90.0,90.0,90.0,cubic,0.6898404661021463,0.8509844742177922,-1.0,26.0,28.0,0.0,2.1635000705718994,0.896151065826416,0.0,11.031729077505481,4.741985714644341,0.0,2.5981701222081672,0.6926343920492443,0.0,0.0,0.0,0.0
5.118,5.118,5.118,90.0,90.0,90.0,cubic,0.666160215248357,0.8159978579218784,-1.0,26.0,28.0,0.0,2.559000015258789,1.0599725246429443,0.0,13.0483910130888,5.608847393533028,0.0,3.342240106855152,0.8909926591808568,0.0,0.0,0.0,0.0
4.055,4.055,4.055,90.0,90.0,90.0,cubic,0.6994554605916077,0.8653319881139396,-1.0,26.0,28.0,0.0,2.0274999141693115,0.839818000793457,0.0,10.338261626157015,4.443899153309864,0.0,2.357075428030379,0.6283620999685949,0.0,0.0,0.0,0.0
5.027,5.027,5.027,90.0,90.0,90.0,cubic,0.668612781716042,0.8195985859530848,-1.0,26.0,28.0,0.0,2.5134999752044678,1.041125774383545,0.0,12.816385420982561,5.509119765116802,0.0,3.2534979815815546,0.8673352773075416,0.0,0.0,0.0,0.0
8.664,8.664,8.664,90.0,90.0,90.0,cubic,0.601427422992814,0.7228197380730561,-1.0,26.0,28.0,0.0,4.331999778747559,1.7943735122680664,0.0,22.088951404713427,9.494932145245622,0.0,7.361475183795857,1.9624630496961584,0.0,0.0,0.0,0.0
7.967,7.967,7.967,90.0,90.0,90.0,cubic,0.6108849437273345,0.7362134911893896,-1.0,26.0,28.0,0.0,3.9835000038146973,1.650019645690918,0.0,20.311944251848075,8.731083281738155,0.0,6.491266605665202,1.7304772190325826,0.0,0.0,0.0,0.0
5.896,5.896,5.896,90.0,90.0,90.0,cubic,0.6474277724941697,0.7886678160715462,-1.0,26.0,28.0,0.0,2.947999954223633,1.2211017608642578,0.0,15.03190929265694,6.461463169499781,0.0,4.13260048554754,1.1016915032896466,0.0,0.0,0.0,0.0
7.866,7.866,7.866,90.0,90.0,90.0,cubic,0.612349777550298,0.7382946160749211,-1.0,26.0,28.0,0.0,3.933000087738037,1.6291017532348633,0.0,20.054444194338387,8.620396198957526,0.0,6.368221312448302,1.6976749102810926,0.0,0.0,0.0,0.0
3.409,3.409,3.409,90.0,90.0,90.0,cubic,0.7265214118321566,0.9061675350320477,-1.0,26.0,28.0,0.0,1.7044999599456787,0.7060270309448242,0.0,8.691278556681135,3.735943885538618,0.0,1.8168861183181757,0.4843554679081578,0.0,0.0,0.0,0.0
5.543,5.543,5.543,90.0,90.0,90.0,cubic,0.6554692127933847,0.8003629520057329,-1.0,26.0,28.0,0.0,2.7715001106262207,1.1479928493499756,0.0,14.131933146007661,6.074607172520946,0.0,3.7670775788519264,1.004248029177918,0.0,0.0,0.0,0.0
8.797,8.797,8.797,90.0,90.0,90.0,cubic,0.599740850293109,0.7204389932028794,-1.0,26.0,28.0,0.0,4.398499965667725,1.8219184875488281,0.0,22.428037155476922,9.640686454170256,0.0,7.531632192825286,2.0078239386863963,0.0,0.0,0.0,0.0
8.681,8.681,8.681,90.0,90.0,90.0,cubic,0.6012098749301599,0.7225125472960533,-1.0,26.0,28.0,0.0,4.3404998779296875,1.79789400100708,0.0,22.132293576310577,9.513560820639288,0.0,7.383152454269725,1.9682412920386136,0.0,0.0,0.0,0.0
6.154,6.154,6.154,90.0,90.0,90.0,cubic,0.6419643204394807,0.7807536291457667,-1.0,26.0,28.0,0.0,3.0769999027252197,1.2745354175567627,0.0,15.689682547318997,6.744207503998121,0.0,4.406800981599267,1.1747895543483446,0.0,0.0,0.0,0.0
8.527,8.527,8.527,90.0,90.0,90.0,cubic,0.6032021764786158,0.7253275779769688,-1.0,26.0,28.0,0.0,4.263500213623047,1.7659993171691895,0.0,21.739670785470924,9.34479001747911,0.0,7.18756271821732,1.916099293301856,0.0,0.0,0.0,0.0
3.53,3.53,3.53,90.0,90.0,90.0,cubic,0.7209144077799879,0.8976532880029684,-1.0,26.0,28.0,0.0,1.7649999856948853,0.7310868501663208,0.0,8.999769368549206,3.8685479846592505,0.0,1.9144731198927118,0.5103706277198309,0.0,0.0,0.0,0.0
7.845,7.845,7.845,90.0,90.0,90.0,cubic,0.6126576048509472,0.7387321441365005,-1.0,26.0,28.0,0.0,3.922499895095825,1.6247527599334717,0.0,20.000903507159265,8.59738348949959,0.0,6.3427358437184065,1.6908813685619033,0.0,0.0,0.0,0.0
6.541,6.541,6.541,90.0,90.0,90.0,cubic,0.6343415464408179,0.7697540503111895,-1.0,26.0,28.0,0.0,3.2704999446868896,1.3546855449676514,0.0,16.676343037162574,7.168322113356826,0.0,4.828958053116388,1.2873302034428582,0.0,0.0,0.0,0.0
4.423,4.423,4.423,90.0,90.0,90.0,cubic,0.686650180369047,0.8462421181244284,-1.0,26.0,28.0,0.0,2.2114999294281006,0.9160332679748535,0.0,11.276481294462952,4.8471924394465,0.0,2.6851132551574493,0.7158121790571961,0.0,0.0,0.0,0.0
6.951,6.951,6.951,90.0,90.0,90.0,cubic,0.6269208693677489,0.75909336000734,-1.0,26.0,28.0,0.0,3.4755001068115234,1.4395990371704102,0.0,17.721642864125766,7.61764208000187,0.0,5.290030463648364,1.4102448908290839,0.0,0.0,0.0,0.0
3.963,3.963,3.963,90.0,90.0,90.0,cubic,0.7029186074176644,0.8705199948100262,-1.0,26.0,28.0,0.0,1.9815000295639038,0.8207641839981079,0.0,10.103707316931025,4.343075831775706,0.0,2.277316215081473,0.607099407161096,0.0,0.0,0.0,0.0
5.914,5.914,5.914,90.0,90.0,90.0,cubic,0.6470358396195898,0.7880992676328705,-1.0,26.0,28.0,0.0,2.9570000171661377,1.2248294353485107,0.0,15.077800789224336,6.481188168807649,0.0,4.151539785817322,1.1067400750301835,0.0,0.0,0.0,0.0
6.317,6.317,6.317,90.0,90.0,90.0,cubic,0.6386745326112199,0.7760004713263067,-1.0,26.0,28.0,0.0,3.1584999561309814,1.3082935810089111,0.0,16.10525290999383,6.92283891442343,0.0,4.5830387210818415,1.2217716107692371,0.0,0.0,0.0,0.0
8.055,8.055,8.055,90.0,90.0,90.0,cubic,0.6096293096916426,0.7344310358973629,-1.0,26.0,28.0,0.0,4.027500152587891,1.6682448387145996,0.0,20.536301869043573,8.827521938411778,0.0,6.599112953889293,1.7592270678387143,0.0,0.0,0.0,0.0
6.514,6.514,6.514,90.0,90.0,90.0,cubic,0.634852814861515,0.770490295496637,-1.0,26.0,28.0,0.0,3.256999969482422,1.3490934371948242,0.0,16.607506400161974,7.138731460413682,0.0,4.799089457317588,1.2793673353041133,0.0,0.0,0.0,0.0
6.366,6.366,6.366,90.0,90.0,90.0,cubic,0.6377086007338726,0.7746066083280176,-1.0,26.0,28.0,0.0,3.183000087738037,1.3184418678283691,0.0,16.230179559143796,6.976538600738711,0.0,4.6364671768458,1.236014861042995,0.0,0.0,0.0,0.0
7.738,7.738,7.738,90.0,90.0,90.0,cubic,0.6142438258889885,0.7409881148637664,-1.0,26.0,28.0,0.0,3.86899995803833,1.6025924682617188,0.0,19.72810628412711,8.48012224801136,0.0,6.213414137391815,1.6564062470058603,0.0,0.0,0.0,0.0
3.95,3.95,3.95,90.0,90.0,90.0,cubic,0.7034172473485969,0.8712678941549488,-1.0,26.0,28.0,0.0,1.975000023841858,0.818071722984314,0.0,10.070563660915848,4.328828667261234,0.0,2.2661198319046325,0.6041145360340816,0.0,0.0,0.0,0.0
7.985,7.985,7.985,90.0,90.0,90.0,cubic,0.6106265620325476,0.7358465692876857,-1.0,26.0,28.0,0.0,3.992500066757202,1.653747797012329,0.0,20.35783574841547,8.750810804231095,0.0,6.5132779502763665,1.7363454435021433,0.0,0.0,0.0,0.0
7.593,7.593,7.593,90.0,90.0,90.0,cubic,0.6164422407611506,0.7441182424494842,-1.0,26.0,28.0,0.0,3.7964999675750732,1.5725619792938232,0.0,19.358427418019673,8.32121583689392,0.0,6.039588012904297,1.6100667103004114,0.0,0.0,0.0,0.0
6.812,6.812,6.812,90.0,90.0,90.0,cubic,0.6293671179071402,0.762602503694384,-1.0,26.0,28.0,0.0,3.4059998989105225,1.4108116626739502,0.0,17.367259947839806,7.465313612369637,0.0,5.132147856221403,1.3681564917658717,0.0,0.0,0.0,0.0
4.833,4.833,4.833,90.0,90.0,90.0,cubic,0.6740567744777246,0.8276099559810348,-1.0,26.0,28.0,0.0,2.4165000915527344,1.0009469985961914,0.0,12.321781121426143,5.2965136676840805,0.0,3.066990548418584,0.8176149731624982,0.0,0.0,0.0,0.0
5.12,5.12,5.12,90.0,90.0,90.0,cubic,0.6661070078354265,0.8159198092840496,-1.0,26.0,28.0,0.0,2.559999942779541,1.0603866577148438,0.0,13.053489663029293,5.6110387797688945,0.0,3.344199265292121,0.8915148787062733,0.0,0.0,0.0,0.0
8.158,8.158,8.158,90.0,90.0,90.0,cubic,0.6081833879187597,0.7323800107736135,-1.0,26.0,28.0,0.0,4.078999996185303,1.6895771026611328,0.0,20.798900576493754,8.94040166902081,0.0,6.7260915006078585,1.7930782254220243,0.0,0.0,0.0,0.0
4.126,4.126,4.126,90.0,90.0,90.0,cubic,0.6968586856635464,0.8614489014616012,-1.0,26.0,28.0,0.0,2.062999963760376,0.854522705078125,0.0,10.519277071755365,4.52170913458982,0.0,2.419251640604575,0.6449374908780474,0.0,0.0,0.0,0.0
7.001,7.001,7.001,90.0,90.0,90.0,cubic,0.6260574418945032,0.7578558999940833,-1.0,26.0,28.0,0.0,3.500499963760376,1.4499547481536865,0.0,17.849117622544995,7.672439351823889,0.0,5.3472111026453595,1.4254890528200035,0.0,0.0,0.0,0.0
3.538,3.538,3.538,90.0,90.0,90.0,cubic,0.7205534827905047,0.8971062042020738,-1.0,26.0,28.0,0.0,1.7690000534057617,0.7327437400817871,0.0,9.020165791862658,3.87731542199152,0.0,1.9209850400890556,0.5121066189052035,0.0,0.0,0.0,0.0
7.862,7.862,7.862,90.0,90.0,90.0,cubic,0.6124083257422244,0.7383777893377736,-1.0,26.0,28.0,0.0,3.930999994277954,1.6282737255096436,0.0,20.044245678756415,8.61601468807833,0.0,6.36336417360384,1.6963807523927998,0.0,0.0,0.0,0.0
5.777,5.777,5.777,90.0,90.0,90.0,cubic,0.6500616239297361,0.7924923011558067,-1.0,26.0,28.0,0.0,2.8884999752044678,1.196455717086792,0.0,14.728517738579857,6.33104856422621,0.0,4.008120465619199,1.0685064733385683,0.0,0.0,0.0,0.0
4.853,4.853,4.853,90.0,90.0,90.0,cubic,0.6734813692149659,0.8267619842905783,-1.0,26.0,28.0,0.0,2.426500082015991,1.0050890445709229,0.0,12.372771267934032,5.3184313148203515,0.0,3.0860480175910125,0.822695311998748,0.0,0.0,0.0,0.0
3.883,3.883,3.883,90.0,90.0,90.0,cubic,0.7060249457087212,0.87518264137838,-1.0,26.0,28.0,0.0,1.941499948501587,0.8041956424713135,0.0,9.89974612304898,4.255403350841817,0.0,2.2087079214729197,0.5888094710488686,0.0,0.0,0.0,0.0
8.662,8.662,8.662,90.0,90.0,90.0,cubic,0.6014530531479685,0.7228559521387357,-1.0,26.0,28.0,0.0,4.330999851226807,1.793959140777588,0.0,22.083852754772934,9.492739497417219,0.0,7.358926528248922,1.9617833067793515,0.0,0.0,0.0,0.0
8.293,8.293,8.293,90.0,90.0,90.0,cubic,0.6063257606956963,0.7297475757965488,-1.0,26.0,28.0,0.0,4.146500110626221,1.717536449432373,0.0,21.14308497719774,9.088348625773845,0.0,6.893737394815829,1.8377699980774982,0.0,0.0,0.0,0.0
5.622,5.622,5.622,90.0,90.0,90.0,cubic,0.65360836214281,0.7976516664303739,-1.0,26.0,28.0,0.0,2.811000108718872,1.1643543243408203,0.0,14.333344407068969,6.161183960336902,0.0,3.8478976108465552,1.0257935274091032,0.0,0.0,0.0,0.0
8.599,8.599,8.599,90.0,90.0,90.0,cubic,0.6022646302398479,0.7240024296447836,-1.0,26.0,28.0,0.0,4.299499988555908,1.7809114456176758,0.0,21.92323434033853,9.423697584265803,0.0,7.278789198227623,1.9404198169787525,0.0,0.0,0.0,0.0
3.357,3.357,3.357,90.0,90.0,90.0,cubic,0.7290202166096946,0.9099713682403016,-1.0,26.0,28.0,0.0,1.6785000562667847,0.695257306098938,0.0,8.558704540470922,3.6789558582770012,0.0,1.7754737426436769,0.4733153134974178,0.0,0.0,0.0,0.0
3.38,3.38,3.38,90.0,90.0,90.0,cubic,0.7279081131889518,0.9082777700449851,-1.0,26.0,28.0,0.0,1.690000057220459,0.7000207901000977,0.0,8.617343269740044,3.7041618463596078,0.0,1.7937515638004111,0.4781879426945062,0.0,0.0,0.0,0.0
8.324,8.324,8.324,90.0,90.0,90.0,cubic,0.605905045572951,0.7291517946433288,-1.0,26.0,28.0,0.0,4.1620001792907715,1.72395658493042,0.0,21.22212012978031,9.122320789596186,0.0,6.932427806756451,1.8480839725797735,0.0,0.0,0.0,0.0
5.613,5.613,5.613,90.0,90.0,90.0,cubic,0.653818509978226,0.7979576935739148,-1.0,26.0,28.0,0.0,2.80649995803833,1.1624903678894043,0.0,14.310398050934777,6.151320829886699,0.0,3.8386611187670927,1.0233313013508918,0.0,0.0,0.0,0.0
7.698,7.698,7.698,90.0,90.0,90.0,cubic,0.6148445816999216,0.7418431095900966,-1.0,26.0,28.0,0.0,3.8489999771118164,1.5943078994750977,0.0,19.626125991111333,8.436284430553746,0.0,6.165298048315623,1.6435787236981474,0.0,0.0,0.0,0.0
7.505,7.505,7.505,90.0,90.0,90.0,cubic,0.6178048679384222,0.7460603945243777,-1.0,26.0,28.0,0.0,3.752500057220459,1.5543365478515625,0.0,19.134071016525162,8.224775918627762,0.0,5.934898214080815,1.58215781977607,0.0,0.0,0.0,0.0
6.98,6.98,6.98,90.0,90.0,90.0,cubic,0.6264190387726185,0.7583740418880088,-1.0,26.0,28.0,0.0,3.490000009536743,1.4456055164337158,0.0,17.79557815106686,7.649425380773416,0.0,5.323170244880201,1.4190800968934327,0.0,0.0,0.0,0.0
4.911,4.911,4.911,90.0,90.0,90.0,cubic,0.6718314814413061,0.824332037343744,-1.0,26.0,28.0,0.0,2.4554998874664307,1.017101526260376,0.0,12.520641841816218,5.3819953931783715,0.0,3.1415363670996332,0.8374881538943286,0.0,0.0,0.0,0.0
7.771,7.771,7.771,90.0,90.0,90.0,cubic,0.6137514122706464,0.7402875639151981,-1.0,26.0,28.0,0.0,3.885499954223633,1.6094269752502441,0.0,19.812240086650174,8.516287059662103,0.0,6.2532036971953895,1.6670135425069725,0.0,0.0,0.0,0.0
